Tx_ID,Tx_X,Tx_Y,Tx_Z,Rx_X,Rx_Y,Rx_Z,Distance_3D,LOS,Building_Height_Avg,Azimuth_Deg,Elevation_Deg,Path_Loss_dB
2,139.762345,35.684823,25.56,139.770668,35.689752,1.65,928.984,1,22.73,30.633,1.475,102.88
3,139.771453,35.697734,39.39,139.766194,35.684138,1.37,1582.268,1,12.19,-111.149,1.377,113.801
1,139.76461,35.692758,55.04,139.76735,35.690185,1.38,381.36,0,63.483,-43.201,8.009,111.696
3,139.76276,35.699065,40.16,139.756777,35.690953,1.29,1050.385,0,69.629,-126.41,2.119,126.315
2,139.762765,35.69961,25.18,139.763665,35.699939,1.61,92.054,1,19.908,20.085,14.365,79.37
1,139.776156,35.680066,30.52,139.750332,35.696481,1.39,2956.721,0,44.605,147.558,0.565,134.418
3,139.761857,35.682404,40.19,139.770062,35.697226,1.95,1804.328,1,18.816,61.032,1.214,118.491
1,139.760002,35.690938,48.38,139.759969,35.699724,1.89,976.28,0,59.12,90.214,2.726,114.5
1,139.760156,35.699117,30.69,139.76969,35.690466,1.24,1288.97,0,41.522,-42.22,1.309,127.854
2,139.755898,35.699885,40.68,139.777794,35.691705,1.4,2172.918,1,20.57,-20.485,1.036,117.167
1,139.775821,35.691348,25.45,139.767749,35.689089,1.63,770.013,1,16.137,-164.362,1.771,103.846
2,139.754399,35.683476,41.71,139.759843,35.682509,1.02,504.042,1,21.982,-10.072,4.616,101.153
1,139.777258,35.683261,56.36,139.756215,35.690505,1.23,2061.39,1,9.743,161.004,1.532,115.433
3,139.758504,35.695277,45.89,139.757551,35.691652,1.29,413.891,0,57.735,-104.725,6.151,104.061
1,139.776983,35.691839,40.42,139.779619,35.684745,1.4,823.365,1,18.405,-69.613,2.713,100.611
3,139.773725,35.690975,30.68,139.768461,35.695656,1.89,704.263,1,20.542,138.353,2.341,100.162
3,139.76746,35.689315,32.08,139.763216,35.68249,1.1,849.311,1,6.571,-121.868,2.09,104.72
1,139.770084,35.694503,27.68,139.756929,35.69004,1.07,1285.455,1,18.173,-161.261,1.186,101.153
3,139.759775,35.697161,50.98,139.773192,35.693254,1.66,1285.741,0,38.124,-16.236,2.197,121.621
1,139.767227,35.686059,27.7,139.761623,35.681099,1.36,747.732,1,24.796,-138.483,2.017,101.971
1,139.758772,35.684418,38.44,139.759034,35.696081,1.18,1295.312,1,20.657,88.714,1.648,103.67
3,139.762068,35.693404,51.24,139.756669,35.686083,1.7,948.525,1,8.092,-126.408,2.99,103.449
3,139.77294,35.698295,49.95,139.755569,35.694355,1.24,1626.518,0,52.01,-167.222,1.715,123.351
2,139.757318,35.686963,45.21,139.758201,35.682164,1.57,540.371,1,20.753,-79.57,4.618,99.288
3,139.775165,35.685449,45.0,139.768816,35.692406,1.41,962.248,1,15.435,132.385,2.594,104.369
2,139.761276,35.684522,28.16,139.757195,35.691144,1.36,822.422,0,31.483,121.645,1.866,119.41
3,139.765965,35.68509,31.12,139.751818,35.683,1.72,1296.735,1,13.652,-171.597,1.299,108.55
1,139.778259,35.682699,43.72,139.760771,35.692495,1.61,1915.797,1,22.738,150.744,1.259,121.93
3,139.770438,35.691936,37.18,139.767546,35.693826,1.51,336.607,1,6.847,146.823,6.049,94.115
1,139.769368,35.685617,25.66,139.751807,35.68997,1.13,1655.594,0,24.906,166.077,0.849,118.087
1,139.771348,35.692299,52.94,139.763579,35.691572,1.59,706.923,1,24.906,-174.652,4.155,102.035
1,139.777543,35.681661,47.88,139.751569,35.697748,1.69,2945.442,1,18.572,148.227,0.898,120.419
2,139.757455,35.682309,36.4,139.773045,35.693954,1.81,1909.901,1,8.077,36.758,1.037,117.623
3,139.768397,35.690723,28.44,139.776156,35.698119,1.3,1078.918,0,50.398,43.628,1.441,125.875
1,139.762012,35.690231,45.69,139.778914,35.691047,1.26,1527.131,1,13.507,2.765,1.666,115.056
1,139.750356,35.68543,37.2,139.770738,35.683497,1.75,1850.443,0,29.583,-5.418,1.098,131.21
2,139.753759,35.696543,33.94,139.768962,35.684926,1.47,1882.009,1,12.029,-37.384,0.988,114.982
3,139.75975,35.683741,50.25,139.770822,35.683528,1.41,999.771,1,14.888,-1.101,2.797,110.262
3,139.76695,35.687213,36.49,139.775639,35.686705,1.16,786.226,1,9.343,-3.347,2.573,89.959
2,139.776444,35.69111,29.76,139.774213,35.689551,1.43,266.903,1,8.22,-145.051,6.058,91.285
2,139.773733,35.697344,41.86,139.763155,35.685119,1.73,1659.069,1,10.971,-130.869,1.386,105.943
3,139.7666,35.688371,54.0,139.769532,35.689513,1.45,297.827,1,20.516,21.274,10.006,93.206
2,139.752216,35.687972,54.74,139.754858,35.687287,1.87,255.511,1,20.868,-14.535,11.69,100.957
3,139.758577,35.691591,54.73,139.770848,35.691107,1.0,1108.807,1,15.871,-2.258,2.774,104.405
3,139.761001,35.686334,39.73,139.771923,35.68857,1.18,1016.218,1,8.736,11.572,2.173,108.234
1,139.768652,35.694183,52.68,139.774039,35.688682,1.61,781.945,1,21.183,-45.599,3.737,96.014
1,139.751948,35.684974,54.76,139.774529,35.689812,1.67,2106.248,0,47.496,12.094,1.444,121.301
3,139.765906,35.696464,41.08,139.763197,35.699758,1.28,441.424,0,21.135,129.433,5.153,115.177
3,139.777044,35.685447,36.16,139.777106,35.691131,1.94,631.864,1,13.285,89.379,3.099,101.556
3,139.771163,35.699854,49.57,139.779429,35.694467,1.33,956.577,0,65.592,-33.095,2.887,136.614
3,139.773912,35.686329,56.66,139.779341,35.688335,1.41,540.538,0,35.101,20.276,5.836,103.383
3,139.77045,35.697577,59.03,139.767573,35.686517,1.98,1256.009,0,25.192,-104.584,2.601,116.035
3,139.756198,35.687947,35.16,139.766784,35.698332,1.48,1496.919,0,65.102,44.447,1.289,123.337
2,139.753315,35.684921,58.47,139.76372,35.694847,1.61,1448.207,1,14.272,43.649,2.248,113.818
3,139.774885,35.684523,42.47,139.758994,35.691649,1.54,1637.027,0,54.395,155.849,1.432,125.82
2,139.770865,35.697004,35.71,139.760013,35.686729,1.18,1503.025,1,7.537,-136.565,1.316,109.043
2,139.767252,35.686175,59.59,139.756473,35.685157,1.99,980.066,1,20.721,-174.606,3.364,101.831
3,139.755678,35.686771,55.72,139.778672,35.685041,1.06,2082.571,0,44.371,-4.302,1.504,125.065
3,139.7681,35.68394,49.23,139.768595,35.690075,1.98,684.049,1,18.721,85.392,3.951,98.942
2,139.75094,35.699226,56.32,139.778034,35.697496,1.47,2450.485,1,8.062,-3.654,1.282,109.611
2,139.753565,35.684895,48.85,139.761614,35.697621,1.19,1588.792,1,13.385,57.689,1.718,110.814
3,139.759357,35.684949,40.41,139.758946,35.6949,1.17,1105.86,1,7.423,92.364,2.033,112.956
3,139.763312,35.698878,58.18,139.753982,35.69085,1.66,1226.62,0,58.482,-139.289,2.638,137.807
2,139.753617,35.698018,58.71,139.759007,35.684698,1.71,1557.341,0,27.629,-67.967,2.096,119.044
2,139.753598,35.684978,36.0,139.776705,35.689577,1.9,2145.153,0,50.865,11.256,0.911,120.322
2,139.771777,35.697295,37.4,139.767468,35.693894,1.24,542.761,1,12.861,-141.721,3.812,98.212
1,139.767092,35.684996,38.4,139.763574,35.6919,1.43,830.171,1,23.759,116.997,2.549,111.814
2,139.766012,35.681689,53.78,139.767047,35.690281,1.97,959.601,0,66.909,83.129,3.09,116.549
1,139.763573,35.696407,52.69,139.776781,35.688564,1.43,1475.829,0,66.698,-30.703,1.989,125.995
3,139.779296,35.695431,59.41,139.755785,35.69505,1.46,2120.702,1,19.306,-179.072,1.565,113.935
3,139.751494,35.685893,41.28,139.77897,35.696845,1.29,2759.62,1,24.137,21.731,0.83,105.684
2,139.755419,35.681803,50.79,139.769986,35.694458,1.87,1923.725,1,20.568,40.983,1.457,110.652
3,139.769425,35.684129,54.99,139.775661,35.698759,1.37,1719.295,0,61.41,66.916,1.786,126.795
3,139.754091,35.695421,32.74,139.765762,35.695597,1.64,1052.762,0,48.052,0.866,1.693,126.133
3,139.767681,35.699295,46.72,139.757099,35.689012,1.18,1488.222,0,29.079,-135.822,1.753,133.775
3,139.767033,35.68518,44.17,139.767023,35.692335,1.62,795.348,1,19.815,90.079,3.063,101.419
1,139.77913,35.696365,51.0,139.752038,35.690087,1.93,2540.16,0,69.605,-166.954,1.107,126.054
1,139.776502,35.684559,49.34,139.775566,35.690926,1.78,713.431,1,21.786,98.36,3.814,97.791
2,139.778367,35.693592,53.45,139.769487,35.697914,1.07,934.673,1,17.728,154.045,3.208,98.285
2,139.753408,35.681672,35.89,139.758486,35.686017,1.63,665.854,1,14.662,40.553,2.945,101.981
2,139.776044,35.691706,32.57,139.758234,35.680262,1.56,2047.582,1,6.807,-147.277,0.868,116.19
3,139.753873,35.685384,53.18,139.777084,35.693913,1.34,2297.469,1,13.409,20.176,1.293,100.063
3,139.768988,35.698517,37.62,139.775227,35.68362,1.84,1746.927,0,48.675,-67.274,1.173,121.792
1,139.771602,35.685795,35.07,139.772893,35.683085,1.79,324.29,1,15.182,-64.532,5.858,102.682
1,139.754826,35.687969,36.79,139.762444,35.69985,1.65,1487.304,1,18.078,57.331,1.353,118.875
2,139.76898,35.696814,27.32,139.776175,35.685336,1.74,1429.9,0,67.999,-57.917,1.025,131.486
1,139.751574,35.688765,52.06,139.757407,35.684075,1.19,741.717,1,21.258,-38.802,3.923,103.219
1,139.758798,35.684768,50.03,139.750728,35.68382,1.92,736.763,1,22.345,-173.296,3.736,107.583
1,139.777635,35.690951,44.34,139.762983,35.688247,1.67,1355.208,1,9.719,-169.544,1.804,111.385
1,139.755152,35.6968,50.06,139.777586,35.688188,1.47,2237.349,1,5.557,-21.0,1.244,106.218
1,139.751958,35.688664,38.06,139.767137,35.69265,1.19,1438.66,1,8.43,14.715,1.468,100.342
2,139.76331,35.682658,35.34,139.756883,35.682073,1.68,584.086,1,14.072,-174.799,3.298,94.244
2,139.775519,35.687662,55.18,139.769525,35.692709,1.1,780.257,1,18.452,139.901,3.965,94.575
1,139.7523,35.69909,39.79,139.77235,35.689073,1.32,2122.278,0,26.283,-26.547,1.038,124.845
2,139.760666,35.68144,31.86,139.76651,35.684153,1.57,607.635,0,31.833,24.899,2.853,116.27
3,139.776993,35.688169,51.22,139.775278,35.695564,1.65,836.811,1,9.624,103.058,3.39,109.119
1,139.753545,35.692961,36.76,139.767771,35.689481,1.02,1339.873,1,8.209,-13.743,1.528,110.324
3,139.75932,35.68157,32.41,139.752881,35.694341,1.01,1532.178,1,5.713,116.759,1.174,116.832
2,139.773353,35.686899,25.95,139.774286,35.698411,1.11,1280.881,1,13.618,85.363,1.111,104.974
2,139.766296,35.698812,58.97,139.754391,35.687068,1.77,1689.444,0,50.891,-135.393,1.939,119.707
3,139.77497,35.680613,41.36,139.776483,35.697958,1.57,1930.571,1,15.966,85.016,1.181,105.045
2,139.753348,35.695035,30.66,139.765655,35.684007,1.61,1652.343,0,59.856,-41.862,1.007,129.98
1,139.777617,35.696827,51.52,139.771956,35.684443,1.6,1467.221,0,46.666,-114.563,1.949,123.592
3,139.778047,35.685541,56.07,139.779163,35.693274,1.04,865.956,1,16.063,81.791,3.636,105.786
1,139.754659,35.684294,43.48,139.762958,35.682053,1.17,789.644,1,17.173,-15.116,3.067,92.253
3,139.751016,35.698296,25.99,139.763792,35.689096,1.73,1539.428,0,34.667,-35.761,0.903,132.806
2,139.779695,35.69528,37.78,139.774775,35.684277,1.65,1299.91,0,20.599,-114.091,1.592,131.195
3,139.764468,35.682268,33.51,139.753307,35.691417,1.45,1430.027,1,12.68,140.654,1.284,111.457
3,139.767162,35.684244,47.27,139.750831,35.696136,1.02,1978.061,0,67.311,143.938,1.34,121.983
1,139.768477,35.692427,43.16,139.768129,35.680848,1.42,1286.286,0,61.813,-91.72,1.859,126.896
2,139.77369,35.688388,37.45,139.755026,35.688266,1.25,1683.127,0,69.922,-179.625,1.232,118.88
1,139.77436,35.690083,47.7,139.757672,35.694613,1.7,1586.892,0,27.831,164.813,1.66,134.343
2,139.755818,35.699031,45.46,139.779288,35.686845,1.82,2511.507,0,51.883,-27.438,0.995,120.817
1,139.757099,35.688405,56.73,139.769594,35.680834,1.5,1406.498,0,26.683,-31.211,2.248,132.419
3,139.776305,35.697634,45.89,139.775673,35.691828,1.4,648.511,0,65.256,-96.213,3.924,121.288
1,139.774586,35.693215,42.77,139.776934,35.682403,1.27,1219.322,0,37.396,-77.746,1.949,118.267
2,139.768529,35.682432,53.83,139.753641,35.687398,1.09,1452.058,0,64.679,161.554,2.08,123.176
2,139.779841,35.69489,32.08,139.777833,35.699811,1.37,576.202,1,18.154,112.196,3.051,98.222
3,139.772056,35.690404,33.52,139.775996,35.68796,1.68,448.07,1,10.283,-31.809,4.065,83.644
2,139.756475,35.684502,52.43,139.75136,35.696857,1.67,1447.772,0,28.946,112.489,2.008,119.3
1,139.775399,35.685791,40.48,139.779316,35.697196,1.41,1314.882,0,58.99,71.046,1.702,122.555
3,139.762442,35.691147,39.32,139.76375,35.685257,1.97,665.383,1,14.742,-77.484,3.213,103.685
2,139.751085,35.692034,56.05,139.779235,35.69191,1.94,2538.351,0,22.018,-0.252,1.221,123.571
2,139.759643,35.699364,46.35,139.774716,35.698949,1.88,1360.215,0,27.429,-1.575,1.873,122.238
1,139.772907,35.697094,53.1,139.763204,35.692127,1.44,1035.234,0,20.164,-152.887,2.857,118.365
1,139.778806,35.684117,53.34,139.765347,35.696265,1.75,1814.822,1,19.087,137.931,1.629,119.596
3,139.758284,35.69548,29.2,139.758253,35.689251,1.93,691.916,0,24.493,-90.287,2.257,122.974
2,139.757395,35.680166,47.88,139.764608,35.694387,1.74,1707.817,1,7.062,63.108,1.548,117.816
1,139.766908,35.682596,58.34,139.753225,35.680437,1.32,1258.093,0,30.648,-171.033,2.595,122.526
3,139.774351,35.683994,41.8,139.777259,35.695749,1.07,1331.568,0,53.104,76.103,1.752,124.899
2,139.772396,35.691944,50.63,139.771396,35.693437,1.96,194.808,1,12.805,123.798,14.027,91.255
2,139.766799,35.683894,44.84,139.774156,35.687177,1.99,758.075,1,20.927,24.049,3.235,106.383
3,139.768942,35.687305,32.17,139.765934,35.68834,1.69,296.062,1,19.211,161.025,5.877,85.995
3,139.757263,35.684856,31.83,139.753769,35.686532,1.32,367.151,1,16.384,154.365,4.751,95.003
1,139.762977,35.686748,40.18,139.766117,35.690486,1.87,503.702,0,25.472,49.963,4.35,110.031
2,139.757661,35.698849,41.9,139.759876,35.682174,1.95,1862.151,0,40.88,-82.433,1.229,130.319
2,139.776533,35.699948,42.61,139.750303,35.696898,1.51,2388.807,0,33.907,-173.369,0.986,124.652
2,139.753377,35.693714,58.43,139.768451,35.689561,1.31,1436.145,0,68.204,-15.404,2.277,128.526
3,139.770392,35.691446,28.51,139.775609,35.680862,1.41,1265.779,1,14.023,-63.76,1.227,104.14
1,139.757808,35.694169,38.32,139.771317,35.691059,1.07,1266.249,1,17.101,-12.964,1.685,99.883
2,139.764267,35.695433,43.01,139.756706,35.69861,1.57,768.582,1,5.078,157.208,3.087,96.491
3,139.758982,35.69478,58.71,139.774574,35.681749,1.38,2017.681,0,47.119,-39.888,1.628,138.081
2,139.759697,35.681638,42.65,139.759285,35.682464,1.88,107.008,1,15.684,116.53,20.855,79.585
1,139.757812,35.686206,52.13,139.756555,35.687744,1.28,211.119,1,12.41,129.268,13.545,89.176
2,139.772584,35.686869,51.22,139.778834,35.694712,1.01,1038.334,0,21.584,51.45,2.769,122.03
1,139.760971,35.687385,44.83,139.750498,35.692092,1.74,1080.04,1,22.169,155.798,2.285,111.486
1,139.771791,35.686886,29.57,139.755027,35.689159,1.01,1532.524,0,20.204,172.279,1.068,125.322
2,139.763682,35.695742,32.66,139.76401,35.699855,1.55,458.564,0,44.617,85.441,3.881,113.52
2,139.766417,35.694952,33.4,139.755012,35.683716,1.18,1616.694,1,23.214,-135.428,1.142,111.734
1,139.766299,35.680092,26.35,139.755006,35.696435,1.61,2080.435,0,23.12,124.643,0.681,122.929
3,139.779276,35.685928,38.27,139.76903,35.682477,1.2,1000.634,0,23.908,-161.385,2.122,123.063
1,139.761012,35.692473,46.37,139.774571,35.683592,1.5,1570.971,0,58.729,-33.225,1.636,126.357
2,139.756231,35.682405,30.05,139.769849,35.685909,1.34,1288.252,1,19.95,14.428,1.277,99.128
2,139.777354,35.681424,31.13,139.753044,35.697462,1.18,2823.882,1,19.47,146.586,0.608,120.888
3,139.755245,35.696568,49.74,139.776861,35.688884,1.61,2127.624,1,6.894,-19.569,1.296,113.155
1,139.775033,35.689054,30.92,139.777682,35.687916,1.08,271.868,1,24.19,-23.242,6.264,94.142
1,139.754506,35.697114,29.74,139.75843,35.689815,1.94,884.488,1,6.45,-61.74,1.8,104.682
1,139.769762,35.696471,59.22,139.766593,35.692618,1.78,517.475,1,14.939,-129.431,6.335,101.932
2,139.754516,35.697867,25.52,139.764557,35.68847,1.92,1381.272,1,17.906,-43.104,0.979,111.472
1,139.777693,35.680965,36.39,139.770047,35.699251,1.04,2143.82,0,44.671,112.692,0.945,127.222
3,139.76695,35.683723,26.22,139.779338,35.682707,1.0,1122.871,0,49.897,-4.687,1.287,120.931
2,139.759878,35.685923,54.33,139.779591,35.689513,1.36,1822.193,1,10.351,10.322,1.665,112.741
2,139.75421,35.682725,45.42,139.765274,35.688309,1.62,1175.291,0,39.806,26.779,2.135,133.77
1,139.761136,35.689709,26.68,139.752758,35.693854,1.24,884.697,1,13.22,153.676,1.647,100.556
3,139.771151,35.69598,46.54,139.760034,35.699262,1.55,1067.218,1,9.114,163.551,2.414,106.372
2,139.761549,35.699024,29.31,139.762407,35.685768,1.61,1473.641,0,59.152,-86.294,1.077,120.358
2,139.757383,35.697791,42.35,139.766039,35.699107,1.15,794.905,1,19.916,8.638,2.967,109.388
1,139.767322,35.689147,48.43,139.778811,35.696554,1.77,1323.252,0,69.919,32.811,2.02,126.712
1,139.762535,35.69273,30.2,139.757873,35.69621,1.94,571.516,1,17.751,143.263,2.831,106.74
3,139.754974,35.684614,42.4,139.766101,35.681462,1.64,1063.204,1,13.577,-15.819,2.195,100.988
1,139.75462,35.68806,41.01,139.758731,35.698812,1.95,1250.273,1,17.689,69.071,1.789,101.953
3,139.771224,35.697424,57.05,139.777584,35.696779,1.25,580.46,1,20.202,-5.792,5.492,89.491
2,139.77924,35.680584,59.85,139.779699,35.693692,1.04,1456.731,1,17.953,87.996,2.312,103.901
3,139.756993,35.690655,47.91,139.776122,35.682557,1.25,1945.307,0,24.969,-22.944,1.374,120.61
3,139.773194,35.697456,54.92,139.760162,35.688401,1.65,1547.001,1,23.15,-145.207,1.972,107.022
3,139.752628,35.68244,47.64,139.758337,35.696805,1.6,1676.084,0,67.816,68.327,1.574,128.502
2,139.761447,35.699651,55.67,139.762935,35.688751,1.27,1218.558,0,41.903,-82.227,2.556,117.346
1,139.765201,35.680248,40.16,139.772427,35.688729,1.41,1145.571,0,21.422,49.567,1.938,123.551
2,139.758062,35.697722,46.28,139.750279,35.685403,1.37,1537.632,0,40.055,-122.282,1.673,118.608
1,139.765887,35.687073,54.58,139.779853,35.681024,1.95,1427.962,1,13.608,-23.421,2.111,106.161
3,139.776478,35.682654,57.13,139.776502,35.69026,1.31,846.141,1,10.744,89.82,3.774,114.57
3,139.778333,35.683147,25.86,139.750714,35.695489,1.19,2842.202,0,31.401,155.921,0.497,119.956
3,139.753017,35.694024,28.64,139.761463,35.682921,1.57,1448.843,1,23.461,-52.737,1.07,108.956
3,139.758155,35.697414,57.59,139.770635,35.697876,1.12,1127.546,0,28.673,2.116,2.867,122.192
3,139.779374,35.692821,44.9,139.757242,35.691106,1.51,2004.709,1,6.829,-175.567,1.24,113.247
1,139.758113,35.698574,59.66,139.754285,35.696246,1.69,434.969,0,46.098,-148.684,7.591,108.992
1,139.770781,35.69685,52.74,139.76888,35.693341,1.94,428.553,1,13.544,-118.457,6.76,91.16
3,139.757604,35.680181,53.63,139.777106,35.682699,1.89,1781.217,1,9.466,7.358,1.664,97.526
2,139.760691,35.693389,38.51,139.778668,35.698132,1.84,1704.364,0,34.276,14.781,1.233,119.978
2,139.755738,35.686093,34.01,139.750308,35.694363,1.39,1040.912,0,46.551,123.29,1.795,119.244
3,139.775689,35.68909,45.94,139.776234,35.680712,1.89,932.341,1,23.129,-86.28,2.705,106.731
1,139.776479,35.681881,55.77,139.766823,35.691601,1.72,1387.468,1,20.054,134.811,2.231,110.538
2,139.758907,35.685642,50.4,139.757131,35.689603,1.44,470.434,1,9.666,114.156,5.941,93.756
2,139.774708,35.692654,41.53,139.768508,35.697183,1.56,752.796,1,17.143,143.848,3.039,112.933
2,139.760747,35.684368,51.36,139.779874,35.682456,1.44,1738.145,1,22.122,-5.709,1.645,109.181
3,139.752971,35.692951,49.16,139.758285,35.691817,1.2,497.678,1,24.419,-12.043,5.505,103.495
2,139.772742,35.698461,56.96,139.758307,35.686206,1.45,1883.304,1,6.486,-139.671,1.688,110.83
2,139.767893,35.680099,34.22,139.770968,35.684912,1.81,602.825,1,9.076,57.43,3.078,101.834
2,139.758231,35.695715,29.18,139.751296,35.680451,1.27,1806.258,1,23.869,-114.434,0.885,112.637
2,139.75759,35.692826,41.45,139.774616,35.686645,1.64,1681.789,1,22.696,-19.955,1.356,114.344
1,139.779269,35.680933,37.64,139.769576,35.687922,1.55,1169.162,1,10.981,144.206,1.768,110.453
3,139.775875,35.695803,59.12,139.775236,35.688956,1.92,764.409,0,22.066,-95.334,4.279,112.838
3,139.774294,35.68449,25.26,139.756922,35.694694,1.75,1932.995,0,46.717,149.57,0.697,125.253
1,139.753841,35.685316,57.67,139.775416,35.688071,1.36,1969.858,1,7.104,7.275,1.637,106.641
1,139.772656,35.68187,58.43,139.763458,35.683905,1.56,861.316,0,55.227,167.527,3.777,115.956
3,139.756436,35.690688,26.78,139.753982,35.687963,1.91,375.57,1,23.152,-132.014,3.789,94.318
2,139.779322,35.689964,56.13,139.777043,35.681391,1.23,975.096,1,8.601,-104.887,3.223,100.408
2,139.751563,35.686943,41.48,139.77115,35.699441,1.47,2246.046,1,7.503,32.54,1.02,108.833
3,139.760564,35.683375,51.82,139.755049,35.681325,1.22,549.23,1,17.866,-159.608,5.263,94.251
2,139.762859,35.696759,27.77,139.757395,35.684038,1.42,1495.74,0,42.017,-113.245,1.009,123.034
1,139.774726,35.697528,58.43,139.758066,35.688561,1.06,1802.616,0,56.596,-151.71,1.823,128.219
2,139.772987,35.690812,46.26,139.7789,35.698668,1.88,1023.072,0,55.611,53.032,2.484,127.531
2,139.76125,35.684885,56.45,139.776585,35.683575,1.98,1391.317,1,23.538,-4.882,2.242,110.448
2,139.766967,35.681922,48.55,139.76039,35.687996,1.57,899.033,1,9.596,137.277,2.992,90.126
3,139.775068,35.697371,43.79,139.763999,35.699786,1.55,1034.042,0,37.146,167.69,2.339,113.725
1,139.750546,35.681921,31.04,139.758558,35.692041,1.96,1335.87,0,49.409,51.63,1.247,122.522
2,139.774065,35.680264,31.23,139.772279,35.692292,1.39,1345.121,0,30.577,98.445,1.271,129.169
3,139.778407,35.689388,41.54,139.754836,35.699483,1.62,2402.626,1,15.413,156.816,0.952,116.894
2,139.750962,35.694625,55.47,139.760158,35.690122,1.84,969.57,1,14.008,-26.091,3.166,103.168
1,139.751367,35.689151,29.03,139.768183,35.680051,1.51,1821.866,1,22.831,-28.419,0.866,112.733
2,139.760335,35.681028,59.94,139.77632,35.68062,1.22,1443.152,0,50.579,-1.464,2.33,124.533
1,139.752633,35.693801,55.66,139.769067,35.693628,1.81,1482.547,1,12.143,-0.602,2.08,107.787
2,139.764378,35.692847,38.74,139.778192,35.68423,1.27,1570.627,1,24.863,-31.955,1.367,113.081
1,139.771861,35.693631,33.86,139.777924,35.68957,1.84,709.191,1,23.316,-33.814,2.585,98.508
2,139.767007,35.684224,57.27,139.771549,35.691027,1.94,860.84,1,10.292,56.273,3.677,96.184
1,139.755893,35.695914,29.31,139.758361,35.693347,1.55,362.573,1,5.678,-46.125,4.379,92.056
2,139.769644,35.689583,37.16,139.770492,35.681675,1.05,881.898,1,7.416,-83.879,2.344,104.306
2,139.770546,35.690727,27.94,139.755782,35.695201,1.96,1420.818,1,8.093,163.141,1.048,105.199
3,139.777973,35.690917,58.37,139.759996,35.698403,1.83,1822.196,1,19.698,157.39,1.777,101.835
3,139.754404,35.685736,46.62,139.772737,35.685115,1.12,1654.926,1,12.522,-1.941,1.575,105.172
1,139.77077,35.685003,36.77,139.775519,35.687609,1.63,517.916,0,29.608,28.759,3.881,115.702
2,139.777343,35.680095,34.64,139.762503,35.694876,1.32,2117.37,0,32.812,135.114,0.902,133.781
1,139.765047,35.687932,40.54,139.765703,35.684969,1.33,336.507,1,7.711,-77.515,6.647,94.443
3,139.760854,35.689702,28.2,139.761584,35.690845,1.58,145.367,1,10.517,57.431,10.376,88.029
1,139.755122,35.694856,56.13,139.764379,35.693199,1.71,856.213,1,14.699,-10.15,3.636,105.695
1,139.776004,35.681333,42.88,139.765375,35.697585,1.01,2043.245,1,14.37,123.184,1.174,108.079
3,139.761827,35.69848,50.38,139.770755,35.686907,1.15,1516.616,1,17.233,-52.351,1.859,107.495
2,139.777746,35.685279,33.18,139.772516,35.689853,1.9,693.634,1,11.198,138.833,2.582,107.882
1,139.775433,35.687334,42.63,139.77925,35.683692,1.49,532.565,1,12.646,-43.654,4.417,104.163
3,139.761299,35.680967,32.39,139.76313,35.686152,1.49,599.52,1,6.268,70.556,2.95,107.189
2,139.767217,35.693063,53.56,139.752494,35.681899,1.84,1816.588,1,17.981,-142.829,1.631,110.753
3,139.750815,35.694178,52.13,139.770645,35.683953,1.13,2118.136,0,43.681,-27.279,1.379,125.265
1,139.757897,35.698576,30.19,139.764948,35.686924,1.71,1441.374,0,69.456,-58.818,1.132,122.744
2,139.771308,35.686737,27.61,139.775231,35.688485,1.51,404.256,1,15.095,24.03,3.694,98.099
2,139.770337,35.685147,53.85,139.754396,35.694138,1.74,1750.46,1,10.224,150.578,1.705,114.063
3,139.760601,35.694522,28.84,139.769347,35.689169,1.68,987.637,0,59.839,-31.467,1.575,118.536
3,139.774258,35.694136,44.2,139.763778,35.680981,1.67,1739.728,1,5.102,-128.544,1.4,109.227
3,139.757075,35.698742,43.71,139.762579,35.695115,1.86,640.35,1,24.63,-33.388,3.739,104.164
2,139.763838,35.684106,32.1,139.766946,35.690656,1.55,779.73,0,32.774,64.615,2.244,109.223
2,139.764176,35.694106,45.7,139.770525,35.698788,1.41,774.422,1,21.498,36.406,3.273,99.283
1,139.760225,35.681337,42.6,139.775528,35.692705,1.2,1870.192,1,9.322,36.605,1.268,115.041
2,139.77864,35.689607,42.82,139.757053,35.690679,1.34,1950.171,1,22.377,177.159,1.218,115.467
1,139.770901,35.682388,37.59,139.758793,35.685889,1.87,1159.292,0,61.694,163.874,1.765,117.659
3,139.766176,35.693063,54.34,139.766457,35.684729,1.34,926.907,1,6.632,-88.066,3.273,103.156
3,139.765315,35.692029,27.95,139.760397,35.684601,1.99,936.608,1,15.43,-123.51,1.588,101.215
2,139.754779,35.680977,40.35,139.76705,35.688142,1.61,1363.214,1,7.138,30.282,1.628,108.104
3,139.761166,35.686392,34.09,139.756005,35.683427,1.81,570.844,1,15.662,-150.124,3.236,97.161
3,139.770183,35.687901,54.7,139.759229,35.696884,1.49,1404.425,1,21.886,140.644,2.169,112.9
2,139.777737,35.684961,32.88,139.759745,35.696104,1.65,2040.101,1,17.533,148.229,0.877,112.031
1,139.774494,35.680773,51.85,139.77977,35.694577,1.99,1605.107,1,6.259,69.083,1.779,116.803
2,139.759012,35.686376,46.4,139.77563,35.680975,1.5,1614.424,0,33.362,-18.005,1.593,138.227
